Lokasi,Tren,Tanggal Listing,Harga,Harga Asli,Omset 30 Hari,Rata-rata Omset per bulan,Omset Total,Penjualan 30 Hari,Rata-rata Penjualan per bulan,Penjualan Total,Jumlah Stok,Nilai Stok,Rating,Jumlah Ulasan,Wishlist,Category,Harga_encoded,Rata-rata Penjualan per bulan_outlier_flag,Rata-rata Omset per bulan_outlier_flag,Nilai Stok_outlier_flag
Jakarta Pusat,115.0,2023-06-07,130000,0,17940000,8306773,139490000,138.0,63,1073.0,167,21710000,4.89,461.0,501.0,Tas,43000.0,False,False,False
Jakarta Barat,3.0,2024-09-04,129000,0,17673000,17075297,32250000,137.0,132,250.0,2,258000,4.66,99.0,80.0,Tas,75000.0,False,False,False
Bekasi,33.0,2023-09-27,75000,0,10275000,7690958,101250000,137.0,102,1350.0,407,30525000,4.85,673.0,6.0,misc,31400.0,False,False,False
Kab. Nganjuk,-50.0,2020-06-11,16500,0,2244000,4578683,241230000,136.0,277,14620.0,108,1782000,4.82,2559.0,4605.0,Tas,14750.0,False,False,False
Jakarta Utara,0.0,2021-11-16,132500,135000,17887500,17731062,629507500,135.0,133,4751.0,432,57240000,4.83,1853.0,6430.0,Tas,85000.0,False,False,False
Surabaya,25.0,2020-06-05,43000,0,5805000,4640091,245272000,135.0,107,5704.0,80,3440000,4.68,2490.0,2058.0,Tas,17200.0,False,False,False
Kab. Bandung,177.0,2017-12-25,38350,65000,5177250,1863099,153208250,135.0,48,3995.0,574,22012900,4.505000000000001,1535.0,1109.0,Tas,35199.0,False,False,False
Kab. Bogor,48.0,2024-09-17,59900,0,7966700,5351177,7966700,133.0,89,133.0,258,15454200,4.8,66.0,91.0,Tas,49600.0,False,False,False
Kab. Bandung,5.0,2024-07-07,100000,0,12600000,11958598,45500000,126.0,119,455.0,17537,1753700000,4.85,205.0,6.0,misc,7999.5,False,False,True
Kab. Pemalang,150.0,2024-06-15,58800,120000,7644000,3051273,13876800,130.0,51,236.0,60,3528000,4.96,100.0,41.0,Tas,31850.0,False,False,False
Kab. Ponorogo,-23.0,2023-10-20,51000,75000,6630000,8622335,106794000,130.0,169,2094.0,225,11475000,4.88,834.0,1725.0,Tas,30000.0,False,False,False
Kab. Bogor,-51.0,2024-05-24,38710,39500,4993590,10366612,54464970,129.0,267,1407.0,86,3329060,4.68,751.0,332.0,Tas,49600.0,False,False,False
Serang,6.0,2022-09-23,48000,0,6192000,5812226,146976000,129.0,121,3062.0,19,912000,4.78,1043.0,13716.5,Tas,48000.0,False,False,False
Kab. Tangerang,-27.0,2022-10-12,18500,19500,2349500,3247946,80049500,127.0,175,4327.0,1906,35261000,4.78,1072.0,1674.0,Tas,75000.0,False,False,False
Kab. Bandung,3.0,2023-07-11,85000,0,10625000,10292618,161330000,125.0,121,1898.0,121,10285000,4.92,1304.0,44.0,misc,7999.5,False,False,False
Kab. Sidoarjo,-43.0,2024-06-02,49000,0,6076000,10814198,53753000,124.0,220,1097.0,107,5243000,4.82,414.0,262.0,Tas,20250.0,False,False,False
Kab. Tanah Datar,32.0,2023-12-18,100000,0,12400000,9393250,98200000,124.0,93,982.0,67,6700000,4.77,505.0,19.0,misc,100000.0,False,False,False
Bekasi,-58.0,2024-01-22,69000,0,807300,1952913,18216000,11.0,28,264.0,6349,438081000,4.93,173.0,14.0,misc,31400.0,False,False,True
Kab. Bogor,49.0,2024-07-31,52500,130000,6457500,4313586,13072500,123.0,82,249.0,75,3937500,4.71,78.0,844.0,Tas,49600.0,False,False,False
Kab. Bogor,58.0,2023-08-01,80000,0,9840000,6195749,92880000,123.0,77,1161.0,9898,791840000,4.81,578.0,13.0,misc,16900.0,False,False,True
Kab. Ponorogo,42.0,2024-07-28,30000,0,3660000,2562716,8040000,122.0,85,268.0,4903,147090000,4.97,47.0,6.0,Tas,30000.0,False,False,True
Kab. Bogor,-69.0,2023-07-27,61500,95000,7503000,24240398,367401000,122.0,394,5974.0,20,1230000,4.77,2738.0,13716.5,Tas,49600.0,False,False,False
Surabaya,-48.0,2022-07-24,16500,0,2029500,3978986,108454500,123.0,241,6573.0,100,1650000,4.91,468.0,12274.0,Tas,17200.0,False,False,False
Kab. Ngawi,55.0,2021-09-08,50000,0,610000,393128,14850000,12.0,7,297.0,9815,490750000,4.95,169.0,9.0,Tas,8500.0,False,False,True
Jakarta Pusat,23.0,2024-05-15,16500,0,1996500,1623172,8992500,121.0,98,545.0,2193,36184500,4.85,124.0,319.0,Tas,43000.0,False,False,False
Kab. Kediri,165.0,2023-06-16,20350,0,2462350,926324,15303200,121.0,45,752.0,394,8017900,4.79,65.0,45.0,Tas,15000.0,False,False,False
Kab. Blitar,-52.0,2022-03-04,7500,0,907500,1893400,60405000,121.0,252,8054.0,28,210000,4.84,313.0,523.0,Tas,28000.0,False,False,False
Kab. Sidoarjo,-35.0,2020-07-04,4500,0,544500,839831,43596000,121.0,186,9688.0,5441,24484500,4.82,195.0,153.0,Tas,20250.0,False,False,False
Kab. Ngawi,148.0,2024-07-31,13999,0,1679880,675975,2043854,120.0,48,146.0,23,321977,4.75,8.0,3.0,Tas,8500.0,False,False,False
Kab. Ponorogo,-42.0,2021-11-06,13990,0,163683,284584,10198710,11.0,20,729.0,1482,20733180,4.59,78.0,1723.0,Tas,30000.0,False,False,False
Kab. Tasikmalaya,21.0,2021-11-15,49500,55000,584100,478900,17028000,11.0,9,344.0,361,17869500,4.9,40.0,218.0,Tas,27000.0,False,False,False
Kab. Bantul,-12.0,2021-06-21,19900,0,234820,269827,10885300,11.0,13,547.0,2140,42586000,4.87,128.0,174.0,Tas,17000.0,False,False,False
Kab. Sidoarjo,-3.0,2024-07-25,46999,0,5498883,5711775,18470607,117.0,121,393.0,1576,74070424,4.72,160.0,85.0,Tas,20250.0,False,False,False
Surabaya,106.0,2021-08-10,42000,47000,13696200,6640385,257040000,326.0,158,6120.0,102,4284000,4.82,1330.0,3703.0,Tas,17200.0,False,False,False
Kab. Madiun,163.0,2024-08-09,8999,0,1043884,396479,1088879,116.0,44,121.0,259,2330741,5.0,4.0,13.0,Tas,6999.0,False,False,False
Bekasi,-12.0,2023-08-29,30000,0,3480000,3978214,56100000,116.0,132,1870.0,1705,51150000,4.82,208.0,389.0,Tas,50000.0,False,False,False
Kab. Tangerang,-62.0,2022-06-07,8000,0,920000,2433801,70080000,115.0,304,8760.0,283,2264000,4.91,451.0,1852.0,Tas,75000.0,False,False,False
Kab. Ponorogo,81.0,2023-12-09,22540,23000,2569560,1415317,15191960,114.0,62,674.0,176,3967040,4.83,102.0,78.0,misc,6750.0,False,False,False
Kab. Trenggalek,43.0,2024-08-08,21000,27000,2415000,1678977,4641000,115.0,79,221.0,3405,71505000,4.76,50.0,36.0,Tas,20000.0,False,False,False
Jakarta Utara,-45.0,2023-07-07,89700,0,10046400,18389648,290628000,112.0,205,3240.0,4161,373241700,4.83,1294.0,929.0,Tas,85000.0,False,False,True
Jakarta Barat,-74.0,2021-10-06,17670,19000,1943700,7659678,282189900,110.0,433,15970.0,23591,416852970,4.89,219.0,780.0,Tas,75000.0,False,False,True
Kab. Jombang,39.0,2024-09-05,9520,11900,1037680,741934,1380400,109.0,77,145.0,37,352240,4.68,38.0,80.0,Tas,6950.0,False,False,False
Bandung,67.0,2020-09-25,100000,0,11100000,6615729,325600000,111.0,66,3256.0,137,13700000,4.76,1424.0,707.0,Tas,35900.0,False,False,False
Kab. Sidoarjo,-57.0,2022-08-04,7500,0,810000,1924126,51772500,108.0,256,6903.0,4888,36660000,4.76,1105.0,1426.0,Tas,20250.0,False,False,False
Jakarta Pusat,-69.0,2020-08-24,14000,0,1484000,4874403,244972000,106.0,348,17498.0,697,9758000,4.91,885.0,1097.0,Tas,43000.0,False,False,False
KAB. TANGERANG,132.0,2021-12-09,1780,4000,70916090,30556192,1061417560,6632.0,17166,85635.5,29608,52702240,4.77,6660.0,1078.0,Tas,15000.0,True,False,False
KOTA JAKARTA UTARA,-48.0,2024-01-24,5070,0,34883121,68015222,629014620,6632.0,13415,85635.5,26498,134344860,4.85,14175.0,12344.0,misc,50000.0,True,True,False
KAB. TANGERANG,-22.0,2022-09-20,1832,3000,10713536,13808882,350626480,5848.0,7537,85635.5,8359,15313688,4.77,4782.0,1137.0,Tas,15000.0,True,False,False
KOTA JAKARTA UTARA,24.0,2021-10-06,575,0,18870350,15104955,556460850,6632.0,26269,85635.5,17544,10087800,4.59,8423.0,4495.0,misc,50000.0,True,False,False
KAB. TANGERANG,8.0,2023-10-08,1562,3000,35159058,32533274,415709118,6632.0,20827,85635.5,5383,8408246,4.79,9049.0,3927.0,Tas,15000.0,True,False,False
KAB. TANGERANG,-54.0,2021-03-13,660,1500,10537560,22979028,1002143340,6632.0,34816,85635.5,28863,19049580,4.82,17030.0,4977.0,misc,39000.0,True,False,False
KAB. TANGERANG,-27.0,2023-10-11,1560,3000,23537280,32424932,411195720,6632.0,20785,85635.5,4598,7172880,4.8,8639.0,5505.0,Tas,15000.0,True,False,False
KOTA SURABAYA,25.0,2022-10-22,1500,1850,18547500,14763553,359014500,6632.0,9842,85635.5,13388,20082000,4.84,9074.0,2473.0,Tas,18000.0,True,False,False
KOTA SURABAYA,-73.0,2022-07-05,780,0,6120660,22683803,631987980,6632.0,29081,85635.5,55,42900,4.77,6585.0,1315.0,Tas,18000.0,True,False,False
KOTA SURABAYA,27.0,2020-06-13,1200,0,9330000,7321607,385183200,6632.0,6101,85635.5,24818,29781600,4.91,5415.0,693.0,misc,16221.5,True,False,False
Jakarta Pusat,58.0,2021-07-29,2250,6000,71691750,29550088,1113140250,6632.0,13133,85635.5,1495,3363750,4.87,17703.0,6176.0,Perawatan Kulit,18500.0,True,False,False
Jakarta Utara,63.0,2023-02-15,8445,0,165082860,59857697,1144981545,6632.0,7087,85635.5,10746,90749970,4.83,17703.0,10826.0,Perawatan Kulit,21990.0,True,True,False
Jakarta Barat,39.0,2022-03-29,2250,2500,40914000,24836333,736866000,6632.0,11038,85635.5,14743,33171750,4.85,17703.0,4368.0,Perawatan Kulit,14439.0,True,False,False
Kab. Tangerang,56.0,2024-06-13,5225,5500,93882800,40774898,131011650,6632.0,7803,25074.0,1,5225,4.71,2272.0,550.0,Perawatan Kulit,11375.0,True,True,False
Kab. Tangerang,86.0,2023-07-21,5400,7900,95164200,13217147,184145400,6632.0,2447,34101.0,510,2754000,4.71,2984.0,664.0,Perawatan Kulit,11375.0,False,False,False
Kab. Jombang,57.0,2023-08-15,2079,2100,31864833,13586956,178255539,6632.0,6535,85635.5,0,0,4.8,3384.0,897.0,Perawatan Kulit,15730.0,True,False,False
Jakarta Pusat,79.0,2022-10-31,1299,3000,19647375,4045628,91495065,6632.0,3114,70435.0,3675,4773825,4.85,5722.0,449.0,Perawatan Kulit,18500.0,True,False,False
Surabaya,-1.0,2022-08-25,2193,0,31331391,31662276,785245317,6632.0,14437,85635.5,12823,28120839,4.84,17703.0,3085.0,Perawatan Kulit,15700.0,True,False,False
Kab. Tangerang,71.0,2021-03-09,5400,13825,70534800,20290009,858794400,6632.0,3757,85635.5,138,745200,4.65,17703.0,5684.0,Perawatan Kulit,11375.0,True,False,False
Kab. Bekasi,38.0,2024-07-27,2188,3500,26582012,16417236,28601536,6632.0,7503,13072.0,14367,31434996,4.88,677.0,101.0,Perawatan Kulit,12600.0,True,False,False
Pasuruan,73.0,2022-06-02,1300,0,14743300,3882733,107036800,6632.0,2986,82336.0,1124,1461200,4.81,4890.0,472.0,Perawatan Kulit,1300.0,True,False,False
Jakarta Utara,56.0,2021-04-27,1850,3100,20544250,8962768,365021650,6632.0,4844,85635.5,4042,7477700,4.79,15597.0,2332.0,Perawatan Kulit,21990.0,True,False,False
Jakarta Barat,35.0,2022-04-03,4999,0,50579882,32870732,970915778,6632.0,6575,85635.5,1137,5683863,4.86,5268.0,6347.0,Perawatan Kulit,14439.0,True,False,False
Kab. Bogor,71.0,2024-06-04,16999,17000,171332921,49022404,171332921,6632.0,2883,10079.0,8652,147075348,4.92,26.0,41.0,Perawatan Kulit,16800.0,True,True,True
Surabaya,31.0,2023-06-24,1900,12000,19125400,13109564,194554300,6632.0,6899,85635.5,3159,6002100,4.88,12674.0,1067.0,Perawatan Kulit,15700.0,True,False,False
Kab. Bogor,92.0,2023-08-05,16900,17000,169321100,12662609,170453400,6632.0,749,10086.0,9958,168290200,4.65,46.0,54.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,92.0,2023-08-05,16800,17000,164959200,12272597,165194400,6632.0,730,9833.0,955,16044000,5.0,22.0,26.0,Perawatan Kulit,16800.0,False,False,False
Jakarta Utara,74.0,2022-04-23,9900,10300,96435900,24435867,705672000,6632.0,2468,71280.0,8199,81170100,4.84,16572.0,1409.0,Perawatan Kulit,21990.0,False,False,False
Kab. Bogor,92.0,2023-08-11,16800,17000,163447200,12339994,163716000,6632.0,734,9745.0,9989,167815200,5.0,18.0,7.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,92.0,2023-08-11,16800,17000,163396800,12341066,163732800,6632.0,734,9746.0,9953,167210400,4.92,24.0,15.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,92.0,2023-08-11,16900,17000,164200400,12397194,164487700,6632.0,733,9733.0,9975,168577500,4.95,19.0,10.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,92.0,2023-08-05,16800,17000,163111200,12135374,163346400,6632.0,722,9723.0,9967,167445600,4.94,16.0,11.0,Perawatan Kulit,16800.0,False,False,True
Bekasi,64.0,2023-11-16,12000,12800,113340000,40788590,411972000,6632.0,3399,34331.0,12962,155544000,4.85,12314.0,5301.0,Perawatan Kulit,33900.0,True,True,True
Kab. Bogor,92.0,2023-08-05,16999,17000,160368566,11937188,160691547,6632.0,702,9453.0,961,16336039,4.92,25.0,14.0,Perawatan Kulit,16800.0,False,False,False
Surabaya,23.0,2023-11-26,2899,0,27108549,20863960,203692437,6632.0,7196,70263.0,2744,7954856,4.57,5962.0,927.0,Perawatan Kulit,15700.0,True,False,False
Surabaya,71.0,2023-12-02,16200,30000,151324200,43182299,413229600,6632.0,2665,25508.0,6516,105559200,4.88,8346.0,1710.0,Perawatan Kulit,15700.0,True,True,False
Kab. Bogor,92.0,2023-08-08,16800,17000,151603200,11377194,152090400,6632.0,677,9053.0,9953,167210400,4.9,29.0,40.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,92.0,2023-08-05,16800,17000,151099200,11248766,151418400,6632.0,669,9013.0,9985,167748000,5.0,24.0,8.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,92.0,2023-08-11,16800,17000,150948000,11398902,151233600,6632.0,678,9002.0,9956,167260800,4.93,28.0,17.0,Perawatan Kulit,16800.0,False,False,True
Kab. Sidoarjo,43.0,2021-11-18,7450,10000,66707300,37360119,1271186050,6632.0,5014,85635.5,5346,39827700,4.78,17703.0,8866.0,Perawatan Kulit,22148.5,True,True,False
Kab. Bogor,92.0,2023-08-05,16800,17000,148142400,11026389,148444800,6632.0,656,8836.0,9954,167227200,4.96,23.0,18.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,-79.0,2024-09-02,16800,17000,148125600,266250218,148125600,6632.0,15848,8817.0,986,16564800,5.0,7.0,10.0,Perawatan Kulit,16800.0,True,True,False
Kab. Bogor,92.0,2023-08-05,16490,17000,144749220,10775068,145029550,6632.0,653,8795.0,9959,164223910,4.85,27.0,29.0,Perawatan Kulit,16800.0,False,False,True
Kab. Gresik,21.0,2024-02-13,1850,7500,16039500,12565187,90405800,6632.0,6791,48868.0,15625,28906250,4.505000000000001,6974.0,639.0,Perawatan Kulit,9178.0,True,False,False
Kab. Bogor,92.0,2023-08-11,16800,17000,145051200,10953290,145320000,6632.0,651,8650.0,9991,167848800,5.0,18.0,3.0,Perawatan Kulit,16800.0,False,False,True
Kab. Gresik,3.0,2024-05-29,1999,10000,17077457,16444438,60451759,6632.0,8226,30241.0,12287,24561713,4.85,2264.0,399.0,Perawatan Kulit,9178.0,True,False,False
Bekasi,50.0,2023-09-05,12500,15400,106012500,51998163,648375000,6632.0,4159,51870.0,4197,52462500,4.8,17703.0,6716.0,Perawatan Kulit,33900.0,True,True,False
Kab. Bogor,92.0,2023-08-05,16900,17000,143126100,10651502,143379600,6632.0,630,8484.0,9985,168746500,5.0,17.0,8.0,Perawatan Kulit,16800.0,False,False,True
Bekasi,67.0,2021-10-18,10900,15600,92279400,30147039,1056133700,6632.0,2765,85635.5,13,141700,4.88,17703.0,6194.0,Perawatan Kulit,33900.0,True,False,False
Kab. Bekasi,95.0,2021-04-04,8900,15500,74982500,3597938,149359800,6632.0,404,16782.0,2509,22330100,4.75,2343.0,1176.0,Perawatan Kulit,12600.0,False,False,False
Jakarta Barat,-14.0,2022-04-14,2900,5000,23788700,27316250,796647400,6632.0,9419,85635.5,22331,64759900,4.89,17703.0,2684.0,Perawatan Kulit,14439.0,True,False,False
Surabaya,73.0,2023-12-20,5000,15000,40085000,10513288,94405000,6632.0,2102,18881.0,124,620000,4.82,2514.0,539.0,Perawatan Kulit,15700.0,False,False,False
Bekasi,80.0,2024-02-16,10500,25000,84073500,16051762,113862000,6632.0,1528,10844.0,2391,25105500,4.505000000000001,3656.0,1786.0,Perawatan Kulit,33900.0,False,False,False
Tangerang,35.0,2024-05-22,15215,15999,121172260,78232217,304939030,6632.0,5141,20042.0,71,1080265,4.65,7142.0,4273.0,Perawatan Kulit,3199.0,True,True,False
Kab. Bogor,92.0,2023-08-05,16900,17000,133746600,9963437,134118400,6632.0,589,7936.0,9986,168763400,4.93,27.0,21.0,Perawatan Kulit,16800.0,False,False,True
Surabaya,61.0,2024-05-09,3456,12000,27129600,10480891,45408384,6632.0,3032,13139.0,6331,21879936,4.75,2017.0,723.0,Perawatan Kulit,15700.0,True,False,False
Kab. Bogor,92.0,2023-08-11,16900,17000,131279200,9915637,131566500,6632.0,586,7785.0,949,16038100,4.88,26.0,10.0,Perawatan Kulit,16800.0,False,False,False
Medan,37.0,2024-05-16,16450,0,124000100,77130860,315840000,6632.0,4688,19200.0,819,13472550,4.77,895.0,483.0,Perawatan Kulit,14675.0,True,True,False
Jakarta Utara,25.0,2023-06-24,4400,7500,32806400,24458396,362960400,6632.0,5558,82491.0,6668,29339200,4.69,2279.0,304.0,Perawatan Kulit,21990.0,True,False,False
Jakarta Utara,20.0,2024-07-30,2999,5000,21604796,17189380,28058644,6632.0,5731,9356.0,10673,32008327,4.85,1005.0,114.0,Perawatan Kulit,21990.0,True,False,False
Surabaya,70.0,2021-12-01,2390,0,16827990,4979069,167254590,6632.0,2083,69981.0,3933,9399870,4.84,5499.0,632.0,Perawatan Kulit,15700.0,False,False,False
Surabaya,49.0,2023-06-19,17281,22405,120984281,61337666,920075002,6632.0,3549,53242.0,1934,33421454,4.85,16511.0,6042.0,Perawatan Kulit,15700.0,True,True,False
Kab. Bogor,-55.0,2024-08-30,16999,17000,118976001,185549987,118976001,6632.0,10915,6999.0,9190,156220810,5.0,7.0,6.0,Perawatan Kulit,16800.0,True,True,True
Kab. Rembang,31.0,2021-06-26,2900,5000,20262300,13958653,541087800,6632.0,4813,85635.5,19927,57788300,4.61,11741.0,6826.0,Perawatan Kulit,2900.0,True,False,False
Kab. Bandung,54.0,2022-04-05,1200,0,8499600,3865807,113892000,6632.0,3221,85635.5,4203,5043600,4.86,280.0,101.0,Perawatan Kulit,9385.0,True,False,False
Surabaya,43.0,2022-11-04,10500,0,72985500,41070724,924094500,6632.0,3911,85635.5,2045,21472500,4.87,12340.0,1803.0,Perawatan Kulit,15700.0,True,True,False
Kab. Banyuwangi,62.0,2023-10-20,2600,0,18057000,6740611,73931000,6632.0,2592,28435.0,1146,2979600,4.89,765.0,346.0,Perawatan Kulit,2600.0,True,False,False
Kab. Bogor,-103.0,2024-09-04,16800,17000,116676000,237132291,116676000,6632.0,14115,6945.0,9979,167647200,4.9,10.0,4.0,Perawatan Kulit,16800.0,True,True,True
Kab. Bekasi,59.0,2024-06-15,8799,39999,60677904,24511927,76560099,6632.0,2785,8701.0,299,2630901,4.78,369.0,91.0,Perawatan Kulit,12600.0,True,False,False
Surabaya,31.0,2024-03-08,12000,12500,80616000,54956544,349692000,6632.0,4579,29141.0,2660,31920000,4.69,6092.0,2802.0,Perawatan Kulit,15700.0,True,True,False
Bekasi,71.0,2023-11-02,16900,22400,112858200,32499716,343441800,6632.0,1923,20322.0,20,338000,4.79,8654.0,2048.0,Perawatan Kulit,33900.0,False,False,False
Kab. Bogor,92.0,2023-08-05,16800,17000,111770400,8320118,111988800,6632.0,495,6666.0,9987,167781600,5.0,14.0,5.0,Perawatan Kulit,16800.0,False,False,True
Kab. Bogor,-79.0,2024-09-02,16800,17000,111064800,199569671,111064800,6611.0,11879,6611.0,9987,167781600,5.0,4.0,11.0,Perawatan Kulit,16800.0,True,True,True
Semarang,-11.0,2023-07-15,10500,15000,68943000,77051971,1088556000,6566.0,7338,85635.5,11748,123354000,4.87,17703.0,5138.0,Perawatan Kulit,19381.0,True,True,False
Bekasi,85.0,2019-05-17,11500,14700,75152500,11073748,709354500,6535.0,962,61683.0,4470,51405000,4.87,17703.0,6537.0,Perawatan Kulit,33900.0,False,False,False
Jakarta Utara,83.0,2023-11-03,11900,25000,76219500,12715662,133934500,6405.0,1068,11255.0,396,4712400,4.505000000000001,652.0,551.0,Perawatan Kulit,21990.0,False,False,False
Madiun,-0.0,2021-04-10,2250,0,14400000,14531293,600138000,6400.0,6458,85635.5,2373,5339250,4.75,4031.0,899.0,Perawatan Kulit,2250.0,True,False,False
Surabaya,62.0,2024-01-16,19499,0,124150133,46089303,373386351,6367.0,2363,19149.0,11293,220202207,4.81,3007.0,1086.0,Perawatan Kulit,15700.0,False,True,True
Kab. Tangerang,87.0,2021-09-19,5400,5755,34014600,4346584,156438000,6299.0,804,28970.0,292,1576800,4.68,3293.0,801.0,Perawatan Kulit,11375.0,False,False,False
Bekasi,51.0,2024-01-04,24200,39000,150838600,73063964,620367000,6233.0,3019,25635.0,4749,114925800,4.91,10225.0,2184.0,Perawatan Kulit,33900.0,True,True,False
Jakarta Pusat,44.0,2023-01-17,2650,6000,16400850,9091541,182386250,6189.0,3430,68825.0,6750,17887500,4.88,5320.0,490.0,Perawatan Kulit,18500.0,True,False,False
Depok,-38.0,2024-08-27,5000,49900,30585000,42462461,31015000,6117.0,8492,6203.0,120,600000,4.59,1327.0,83.0,Perawatan Kulit,14850.0,True,True,False
Bandar Lampung,66.0,2023-09-13,15900,0,96894600,32201502,392634600,6094.0,2025,24694.0,5518,87736200,4.77,6391.0,939.0,Perawatan Kulit,18900.0,False,False,False
Surabaya,21.0,2024-01-11,10939,35000,65207379,51494382,425581795,5961.0,4707,38905.0,738,8072982,4.89,6616.0,1369.0,Perawatan Kulit,15700.0,True,True,False
Surabaya,-3.0,2024-08-20,3420,0,20492640,21159068,20492640,5992.0,6186,5992.0,3485,11918700,4.81,295.0,25.0,Perawatan Kulit,15700.0,True,False,False
Surabaya,41.0,2021-05-03,4850,0,28493750,16693284,676681700,5875.0,3441,85635.5,2995,14525750,4.82,11593.0,372.0,Perawatan Kulit,15700.0,True,False,False
Jakarta Barat,41.0,2023-07-31,10500,21000,61656000,35770923,487273500,5872.0,3406,46407.0,3204,33642000,4.84,13543.0,2735.0,Perawatan Kulit,14439.0,True,True,False
Jakarta Timur,91.0,2022-03-02,13999,0,81936147,6825129,208543103,5853.0,487,14897.0,263,3681737,4.75,5613.0,676.0,Perawatan Kulit,48000.0,False,False,False
Kab. Jember,64.0,2024-02-10,17220,24100,98188440,34580543,252290220,5702.0,2008,14651.0,1,17220,4.82,4394.0,1206.0,Perawatan Kulit,20000.0,False,False,False
Bandung,34.0,2022-09-03,1347,3500,7648266,5040978,123654600,5678.0,3742,85635.5,1419,1911393,4.86,6893.0,630.0,Perawatan Kulit,13240.0,True,False,False
Surabaya,17.0,2022-12-03,6999,10000,39082416,32275917,694846722,5584.0,4611,85635.5,13664,95634336,4.84,5520.0,876.0,Perawatan Kulit,15700.0,True,False,False
Kab. Tangerang,32.0,2024-06-03,28050,33000,155901900,105643258,372728400,5558.0,3766,13288.0,17706,496653300,4.89,5589.0,6685.0,Perawatan Kulit,11375.0,True,True,True
Jakarta Barat,56.0,2022-03-05,5555,6000,30391405,13255841,403665185,5471.0,2386,72667.0,505,2805275,4.73,8284.0,1747.0,Perawatan Kulit,14439.0,False,False,False
Surabaya,20.0,2024-08-10,25800,43000,141100200,112446504,146028000,5469.0,4358,5660.0,27,696600,4.8,1446.0,1823.0,Perawatan Kulit,15700.0,True,True,False
Kab. Tangerang,75.0,2024-03-08,5372,5655,29116240,7145712,45414888,5420.0,1330,8454.0,287,1541764,4.69,554.0,106.0,Perawatan Kulit,11375.0,False,False,False
Jakarta Barat,58.0,2017-11-07,5600,0,24752000,10198538,840229600,4420.0,1821,85635.5,10782,60379200,4.91,85.0,31.0,Perawatan Kulit,14439.0,False,False,False
Jakarta Barat,77.0,2022-07-08,2250,2500,12082500,2753849,72614250,5370.0,1223,32273.0,14907,33540750,4.86,1911.0,457.0,Perawatan Kulit,14439.0,False,False,False
Surabaya,22.0,2024-05-26,16000,25000,85744000,66849385,253232000,5359.0,4178,15827.0,14404,230464000,4.68,5983.0,1805.0,Perawatan Kulit,15700.0,True,True,True
